,Time,Ax,Ay,Az,Gx,Gy,Gz,Label
3350,385264,0.84,-0.04,1.04,9.94,49.51,-6.16,6.0
3351,385372,1.54,-0.48,-0.28,108.48,193.72,-55.91,6.0
3352,385471,0.83,-0.7,0.13,70.67,-367.44,89.88,6.0
3353,385550,0.85,0.06,0.56,135.73,78.96,71.46,6.0
3354,385658,0.84,-0.27,0.2,148.84,57.07,26.71,6.0
3355,385766,0.73,-0.51,0.28,105.06,-38.84,24.02,6.0
3356,385836,0.72,-0.15,0.6,32.13,87.62,-32.5,6.0
3357,385944,0.82,0.38,0.35,64.82,65.55,-39.51,6.0
3358,386052,0.53,-0.3,0.49,183.9,-142.32,151.95,6.0
3359,386133,0.81,0.23,1.1,296.65,-102.74,179.33,6.0
3360,386232,0.6,-0.41,0.6,277.13,-156.22,102.2,6.0
3361,386336,0.74,-0.29,0.52,210.43,-85.49,80.49,6.0
3362,386416,0.71,-0.58,0.29,126.83,-64.7,42.26,6.0
3363,386523,0.98,-0.12,0.74,55.55,50.37,6.83,6.0
3364,386594,0.61,-0.25,0.69,31.65,-12.74,25.18,6.0
3365,386701,1.14,-0.02,0.6,-14.76,95.18,-65.0,6.0
3366,386809,0.86,-0.46,-0.39,231.1,-57.07,52.32,6.0
3367,386890,0.65,-0.41,0.26,62.26,-362.5,45.98,6.0
3368,386989,0.82,-0.25,0.45,2.56,311.65,37.32,6.0
3369,387098,0.77,-0.44,0.29,80.67,98.11,23.66,6.0
3370,387181,0.38,-0.13,0.58,-47.62,-281.71,35.06,6.0
3371,387292,0.89,-0.75,0.53,-76.16,-15.49,94.94,6.0
3372,387366,1.26,-0.39,1.22,4.33,231.83,5.43,6.0
3373,387477,0.67,-0.24,-0.25,-17.2,-39.82,20.85,6.0
3374,387589,0.98,-0.19,0.75,-76.89,-221.77,-43.48,6.0
3375,387700,0.81,-0.08,0.96,-133.23,758.84,-46.04,6.0
3376,387774,0.13,-0.72,-0.23,14.33,-717.13,-61.52,6.0
3377,387886,0.65,-0.25,1.56,-226.52,244.88,-170.18,6.0
3378,387998,0.88,0.71,1.7,-43.66,648.54,-73.96,6.0
3379,388081,0.25,-0.55,0.67,-5.43,-340.67,-128.78,6.0
3380,388183,-0.15,-0.02,-0.02,49.33,174.45,96.59,6.0
3381,388291,0.79,0.48,1.55,55.24,-733.35,87.74,6.0
3382,388374,0.37,-0.27,-0.44,51.34,191.52,0.91,6.0
3383,388485,0.45,-1.24,0.39,288.54,-525.49,98.54,6.0
3384,388587,0.65,0.21,1.15,119.27,1186.1,-80.55,6.0
3385,388671,-0.06,-0.33,0.55,-3.84,-692.32,-9.82,6.0
3386,388847,2.81,-0.73,-2.21,-82.62,125.61,-32.74,6.0
3387,388963,2.95,-2.44,-0.04,22.68,-561.34,280.24,6.0
3388,389034,0.42,0.73,0.71,-169.82,403.23,-7.26,6.0
3389,389142,0.77,0.75,0.26,-131.28,-152.68,-43.17,6.0
3390,389250,1.11,-2.94,0.62,160.3,576.34,181.04,6.0
3391,389331,1.16,0.2,0.08,11.77,-75.37,-12.38,6.0
3392,389430,0.02,-0.81,0.65,195.61,-435.3,125.12,6.0
3393,389535,1.65,-0.9,-1.56,309.21,42.07,-11.4,6.0
3394,389615,0.84,-0.41,0.55,79.63,-541.34,70.61,6.0
3395,389763,0.46,-0.19,0.04,-170.79,741.34,-30.12,6.0
3396,389870,0.42,0.81,0.39,-118.29,-306.28,-48.29,6.0
3397,389950,1.85,1.75,0.39,-107.32,-45.91,-19.21,6.0
3398,390060,0.04,-0.33,0.42,170.61,-431.34,16.95,6.0
3399,390170,0.76,0.14,0.47,52.38,810.55,12.2,6.0
3400,390244,0.77,-0.51,-0.9,-147.01,-547.87,-97.99,6.0
3401,390356,0.58,0.32,3.12,412.99,1026.1,112.68,6.0
3402,390467,0.11,-0.93,0.17,52.44,-539.45,16.4,6.0
3403,390550,1.01,1.29,1.41,-36.4,367.38,-9.94,6.0
3404,390653,0.57,-0.14,0.01,71.77,-124.63,252.13,6.0
3405,390764,1.04,0.49,1.08,81.34,-329.57,28.96,6.0
3406,390847,0.88,-1.28,-0.27,483.17,355.91,-6.04,6.0
3407,390958,0.87,-0.73,-0.6,29.82,-662.62,2.01,6.0
3408,391056,0.19,0.34,1.15,576.4,1259.94,77.99,6.0
3409,391140,0.42,-0.58,0.19,42.26,-341.89,-9.27,6.0
3410,391252,0.32,0.62,0.27,-32.5,-215.79,37.87,6.0
3411,391364,0.62,-1.56,2.03,161.89,742.93,266.34,6.0
3412,391438,-0.2,0.91,0.58,-85.3,-874.88,-28.6,6.0
3413,391550,0.3,0.01,0.51,-91.34,878.9,14.33,6.0
3414,391662,0.93,-0.88,0.02,122.62,-80.49,-52.13,6.0
3415,391745,1.15,-0.51,-0.32,-17.62,-52.87,-25.79,6.0
3416,391848,0.93,-0.8,-0.08,34.33,-235.06,-22.99,6.0
3417,391959,0.86,-0.46,-0.01,12.99,-195.0,-14.45,6.0
3418,392042,0.93,-0.03,0.24,24.21,11.4,2.68,6.0
3419,392219,0.86,0.24,0.02,165.91,-100.37,6.28,6.0
3420,392299,1.14,0.36,0.88,131.83,12.38,69.63,6.0
3421,392409,0.41,-0.69,0.2,169.57,-207.01,111.52,6.0
3422,392516,1.18,-0.18,1.45,147.93,434.45,38.66,6.0
3423,392596,0.44,-1.01,0.25,17.01,-272.2,20.55,6.0
3424,392695,1.12,0.88,0.72,62.8,179.57,-29.88,6.0
3425,392800,1.06,0.0,0.62,-57.32,108.17,-57.38,6.0
3426,392880,0.46,-0.0,-0.37,-167.8,-199.88,-55.12,6.0
3427,392988,0.93,0.25,1.0,-174.51,-234.94,-137.87,6.0
3428,393097,0.64,-1.1,-0.91,470.43,330.24,269.39,6.0
3429,393178,1.14,0.0,1.16,-15.67,-404.7,-20.06,6.0
3430,393285,0.69,-0.16,-0.13,120.18,318.17,38.54,6.0
3431,393394,0.56,-0.64,0.52,85.18,-242.32,5.24,6.0
3432,393465,0.55,0.31,0.58,-242.32,133.23,-236.83,6.0
3433,393573,0.46,-0.32,0.29,-16.52,-252.8,-18.05,6.0
3434,393681,0.72,-0.01,-0.12,-57.32,307.07,-36.59,6.0
3435,393790,0.39,0.63,-0.01,-137.07,-594.45,0.18,6.0
3436,393865,1.23,-2.07,0.17,-220.0,1002.87,23.11,6.0
3437,393973,-0.42,0.36,0.13,-142.26,-959.45,-68.35,6.0
3438,394085,0.27,0.23,1.26,-290.73,912.93,-97.56,6.0
3439,394169,1.18,-0.51,-0.99,-134.82,-163.11,-106.34,6.0
3440,394272,1.56,-0.45,1.43,82.74,286.89,40.73,6.0
3441,394355,0.21,-0.05,0.01,-8.48,-500.49,-14.21,6.0
3442,394467,0.65,-0.55,-0.17,35.06,597.26,-47.56,6.0
3443,394579,2.05,1.58,-1.74,43.9,-450.24,134.39,6.0
3444,394653,1.23,1.33,2.12,121.52,-317.56,46.46,6.0
3445,394765,0.35,-0.02,0.08,288.48,-8.84,-20.3,6.0
3446,394876,0.44,-0.48,0.25,82.56,-253.23,4.39,6.0
3447,394959,2.04,-1.0,-0.23,308.6,631.1,88.72,6.0
3448,395069,0.8,-0.27,0.17,102.62,-370.49,-23.35,6.0
3449,395180,0.29,-0.46,0.01,34.94,-494.76,20.18,6.0
3450,395264,0.42,-0.13,1.36,-62.5,-5.49,0.55,6.0
3451,395446,0.7,-0.06,0.46,-87.13,251.52,-227.01,6.0
3452,395554,0.79,-0.72,1.37,-220.18,-202.2,-149.57,6.0
3453,395634,0.57,0.46,0.09,-502.8,158.78,78.35,6.0
3454,395742,0.76,0.7,0.48,-105.49,-524.45,-32.8,6.0
3455,395850,1.33,-0.6,-1.48,171.28,-147.56,277.99,6.0
3456,395922,0.95,0.51,1.9,11.4,4.27,-48.29,6.0
3457,396026,0.76,-0.03,-0.2,8.84,84.7,-29.82,6.0
3458,396134,0.72,-0.46,0.21,99.76,-359.15,-39.02,6.0
3459,396214,1.52,-0.19,0.91,70.06,-147.62,-84.63,6.0
3460,396313,0.62,0.03,0.18,58.9,-45.79,13.17,6.0
3461,396393,0.44,-0.33,0.24,31.16,-102.01,-24.63,6.0
3462,396501,0.75,0.07,0.16,-23.6,42.74,-45.37,6.0
3463,396601,2.59,1.04,-1.57,80.43,-219.7,125.24,6.0
3464,396681,1.12,0.93,1.65,96.95,-210.61,33.66,6.0
3465,396789,0.3,-0.32,-0.11,92.13,-166.34,3.72,6.0
3466,396897,0.82,-0.21,1.32,61.95,320.73,25.37,6.0
3467,396968,1.22,-1.44,0.03,81.46,93.11,64.76,6.0
3468,397076,1.14,-0.1,0.35,121.22,-287.07,134.45,6.0
3469,397184,0.8,0.29,0.31,-164.94,404.94,-67.2,6.0
3470,397267,0.56,-0.12,0.33,-20.0,-53.96,-16.34,6.0
3471,397367,0.81,-0.15,0.13,-58.17,26.34,-25.79,6.0
3472,397450,0.76,-0.61,0.93,62.68,-1.89,59.63,6.0
3473,397560,0.8,-0.26,-0.12,2.38,-83.23,158.6,6.0
3474,397671,1.03,-0.55,0.82,146.59,-294.94,60.24,6.0
3475,397746,0.86,-0.22,-0.73,81.83,-53.48,-7.93,6.0
3476,397857,0.95,-0.02,0.69,169.63,-347.68,56.71,6.0
3477,397969,0.98,0.35,0.03,96.1,166.28,-143.9,6.0
3478,398053,0.8,-0.15,0.68,203.96,-288.96,54.63,6.0
3479,398155,0.7,-0.24,0.65,223.35,-89.39,84.57,6.0
3480,398267,0.35,0.19,0.34,211.52,-234.94,6.89,6.0
3481,398350,1.24,-0.69,0.79,225.24,242.5,61.04,6.0
3482,398461,0.71,-0.36,-0.07,148.11,-235.49,11.16,6.0
3483,398535,0.99,-0.4,0.5,63.48,-35.49,37.68,6.0
3484,398646,0.82,-0.07,0.05,-12.99,83.05,9.7,6.0
3485,398757,0.76,-0.14,0.19,9.63,-159.15,-8.84,6.0
3486,398839,0.86,-0.04,0.87,21.28,81.65,-2.26,6.0
3487,398937,1.46,-1.08,-0.53,46.89,-204.33,41.16,6.0
3488,399049,1.09,-0.81,-0.17,82.87,-164.57,12.2,6.0
3489,399132,0.66,0.07,0.37,48.6,-54.09,1.52,6.0
3490,399309,0.62,-0.14,0.4,98.84,-118.41,65.24,6.0
3491,399389,1.85,-1.9,-0.82,-48.29,-264.15,86.34,6.0
3492,399497,1.04,-1.89,0.09,-50.37,-179.63,99.27,6.0
3493,399605,0.48,-0.66,0.57,-376.46,71.28,-95.12,6.0
3494,399714,0.94,0.23,0.78,-386.71,527.62,-94.88,6.0
3495,399785,0.63,-0.48,0.09,-132.99,-409.76,-53.23,6.0
3496,399892,3.06,-0.72,-0.29,-43.23,-56.04,179.33,6.0
3497,400000,1.02,-1.77,0.23,-6.52,258.48,109.7,6.0
3498,400080,0.88,0.21,0.17,-41.28,109.57,27.44,6.0
3499,400187,0.75,-0.37,0.89,163.78,-379.94,-29.02,6.0
3500,400267,0.71,-0.29,-0.73,106.28,390.06,-147.44,6.0
3501,400375,1.36,0.73,2.02,273.66,792.26,44.33,6.0
3502,400483,0.28,-0.28,0.22,107.01,-408.9,18.05,6.0
3503,400555,0.73,-0.12,0.65,-190.61,324.09,-141.65,6.0
3504,400662,3.13,0.03,-1.88,74.15,-101.04,251.22,6.0
3505,400770,0.53,0.08,0.32,158.35,-443.54,101.4,6.0
3506,400850,0.78,-1.66,0.91,225.3,813.05,91.52,6.0
3507,400952,0.25,-0.23,0.18,76.65,-612.38,64.63,6.0
3508,401059,0.43,0.29,0.44,-238.41,575.61,-125.67,6.0
3509,401143,0.56,-0.01,0.68,-193.84,-295.12,-82.56,6.0
3510,401255,0.5,-0.09,-0.06,79.51,209.82,-10.55,6.0
3511,401357,1.14,0.63,-0.35,6.89,-174.51,230.12,6.0
3512,401441,1.24,-0.18,1.94,-56.1,-158.66,50.85,6.0
3513,401553,0.59,0.2,-0.04,-87.01,-25.67,10.85,6.0
3514,401664,0.25,-0.45,0.2,-33.11,-491.46,27.5,6.0
3515,401738,0.69,-0.68,-0.2,38.48,504.27,-170.85,6.0
3516,401850,0.12,-0.17,0.37,-216.77,-820.12,-173.23,6.0
3517,401962,0.66,-0.09,-0.11,257.99,903.17,50.06,6.0
3518,402045,0.44,-0.26,0.52,-69.09,-371.04,-54.15,6.0
3519,402147,0.81,-0.44,-0.08,95.18,550.24,140.43,6.0
3520,402321,0.5,-0.37,0.21,56.22,-625.49,5.79,6.0
3521,402411,0.4,-0.14,0.81,-116.59,584.57,-96.22,6.0
3522,402535,1.68,0.67,-0.25,224.7,391.83,144.63,6.0
3523,402606,1.08,0.54,-0.45,110.43,-423.54,120.98,6.0
3524,402712,0.83,-0.26,1.09,95.61,-434.88,82.74,6.0
3525,402820,0.38,-0.39,-0.21,196.95,100.37,21.4,6.0
3526,402900,1.49,-0.64,0.65,71.4,233.23,85.49,6.0
3527,402999,1.93,-0.89,-0.21,-27.68,-266.77,-28.41,6.0
3528,403107,1.15,-0.76,-0.49,26.83,-72.62,-53.48,6.0
3529,403187,0.48,-0.09,0.85,-280.91,300.49,-180.37,6.0
3530,403301,1.1,0.04,0.55,-58.23,409.02,-31.16,6.0
3531,403400,0.7,0.23,0.11,-9.27,-121.83,-10.3,6.0
3532,403480,0.83,1.01,1.13,-303.54,218.29,-223.9,6.0
3533,403589,4.17,2.68,-2.57,-106.34,-60.79,54.57,6.0
3534,403697,1.58,0.21,-0.45,-235.85,391.71,-123.05,6.0
3535,403768,0.87,0.41,-0.35,243.96,-134.88,85.98,6.0
3536,403877,0.71,-0.28,0.31,-3.48,-74.63,42.68,6.0
3537,403986,0.44,0.65,0.34,79.7,-186.52,85.37,6.0
3538,404069,1.68,0.91,-1.1,-211.04,1653.11,-246.28,6.0
3539,404172,0.82,-0.57,0.08,-100.61,-269.15,0.43,6.0
3540,404283,-0.04,0.03,0.22,-275.0,-297.38,4.45,6.0
3541,404366,0.64,-0.75,-0.91,-53.41,76.77,30.67,6.0
3542,404478,0.44,-1.29,0.61,-38.48,-990.0,271.83,6.0
3543,404580,0.43,1.59,1.83,43.05,218.6,107.26,6.0
3544,404664,0.48,0.31,0.36,94.27,-210.98,23.6,6.0
3545,404820,0.95,-0.0,0.68,183.29,28.41,63.23,6.0
3546,404932,1.14,-0.4,0.42,183.48,54.21,48.78,6.0
3547,405006,0.89,-0.67,-0.05,87.38,-192.74,35.24,6.0
3548,405183,0.92,-0.42,0.42,195.49,-35.73,23.35,6.0
3549,405273,0.93,-0.24,0.34,193.41,49.76,34.7,6.0
3550,405390,0.87,-0.24,-0.08,179.7,-215.85,35.61,1.0
3551,405485,0.93,-0.03,-0.09,210.67,150.55,59.09,1.0
3552,405565,1.01,-0.2,0.51,215.18,-40.55,91.22,1.0
3553,405673,0.79,-0.37,0.33,104.88,-56.04,35.67,1.0
3554,405791,1.01,-0.67,0.17,6.52,-84.15,2.13,1.0
3555,405862,1.37,-0.65,-0.06,87.99,162.26,-42.38,1.0
3556,405970,0.93,-0.25,0.44,-2.68,34.82,-6.16,1.0
3557,406049,0.74,-0.5,0.24,-24.94,12.99,6.04,1.0
3558,406157,0.92,0.01,0.32,-113.17,79.76,22.26,1.0
3559,406256,0.94,0.19,-0.27,-39.88,-168.05,90.18,1.0
3560,406336,1.32,-0.36,1.07,-89.76,354.45,-79.45,1.0
3561,406444,0.88,-0.17,-0.46,15.49,-96.22,33.6,1.0
3562,406553,0.7,0.19,0.34,67.01,-443.78,49.33,1.0
3563,406624,1.93,-0.38,-0.87,-77.2,551.71,-117.56,1.0
3564,406732,1.23,-0.36,0.85,62.38,214.45,-12.99,1.0
3565,406841,0.39,-0.13,0.03,-71.1,-213.11,-31.34,1.0
3566,406925,1.09,-0.26,0.7,-112.5,185.85,-77.44,1.0
3567,407028,1.12,0.42,-0.04,119.27,179.76,50.79,1.0
3568,407140,1.42,-0.37,0.68,-169.76,135.12,22.2,1.0
3569,407224,0.18,0.04,0.14,-2.2,-444.21,21.59,1.0
3570,407336,0.69,0.29,1.02,-56.46,411.34,-21.83,1.0
3571,407438,1.42,0.15,-0.22,-143.11,129.39,-55.24,1.0
3572,407522,1.3,-0.35,0.14,71.4,6.16,-9.09,1.0
3573,407634,0.31,0.04,0.15,-108.23,-364.51,-57.56,1.0
3574,407742,0.92,-0.81,0.81,0.67,486.71,20.61,1.0
3575,407817,0.57,-0.0,0.23,8.17,11.59,-3.84,1.0
3576,407927,1.27,-0.6,0.5,-120.55,107.32,136.77,1.0
3577,408011,0.52,-0.21,0.33,127.99,-300.67,52.87,1.0
3578,408122,0.62,0.08,0.18,17.99,351.16,-2.26,1.0
3579,408224,1.26,-0.88,-0.18,64.88,-5.43,-34.39,1.0
3580,408308,1.32,-0.45,0.42,262.2,-132.2,120.0,1.0
3581,408485,0.37,-0.09,-0.01,127.32,-328.23,45.12,1.0
3582,408601,0.96,0.27,1.29,-19.02,173.66,-46.77,1.0
3583,408672,0.7,-0.32,0.27,4.02,184.45,67.2,1.0
3584,408780,1.14,-0.15,0.06,263.72,120.49,41.16,1.0
3585,408888,0.56,-0.01,0.24,-115.67,-360.79,-41.95,1.0
3586,408968,0.6,-0.42,-0.07,81.16,375.73,-9.15,1.0
3587,409068,0.72,0.65,0.62,-249.02,-266.16,-62.8,1.0
3588,409176,1.7,0.94,-1.03,-122.26,-233.96,17.62,1.0
3589,409256,1.47,0.5,2.48,-99.88,358.48,-193.84,1.0
3590,409364,0.41,-0.41,-0.41,97.68,-473.6,-14.15,1.0
3591,409464,0.71,0.9,1.88,7.13,357.32,-63.41,1.0
3592,409544,0.81,0.28,0.4,-280.85,382.56,-106.28,1.0
3593,409652,1.16,0.37,-0.29,-109.51,-89.57,-100.3,1.0
3594,409760,0.33,-0.46,0.05,-67.68,-565.91,-45.3,1.0
3595,409832,0.63,0.11,-0.34,-128.11,325.43,-15.98,1.0
3596,409937,0.85,-0.1,0.13,14.88,-287.8,-36.71,1.0
3597,410045,0.83,-0.81,0.58,70.91,124.21,188.9,1.0
3598,410126,0.59,0.14,0.79,274.94,-272.26,102.07,1.0
3599,410228,0.53,-0.26,-0.17,61.52,-60.3,12.38,1.0
3600,410347,0.77,-0.15,0.95,130.91,-237.01,18.72,1.0
3601,410430,0.76,-0.69,0.04,-22.38,369.45,0.49,1.0
3602,410542,1.6,0.16,0.84,127.99,63.96,23.66,1.0
3603,410616,0.79,-0.21,0.17,-28.17,-84.21,-9.15,1.0
3604,410727,0.76,-0.4,0.43,-34.27,81.71,-20.18,1.0
3605,410838,0.68,-0.11,0.13,-69.76,-10.24,-57.68,1.0
3606,410922,1.35,0.54,0.1,-169.15,61.28,5.49,1.0
3607,411024,1.35,-0.22,-0.01,-18.29,-21.77,114.02,1.0
3608,411237,1.06,-0.16,0.36,35.24,-49.76,2.01,1.0
3609,411326,1.14,0.09,0.62,-75.3,133.29,-60.49,1.0
3610,411437,0.73,-0.28,0.07,-87.56,55.12,-15.0,1.0
3611,411536,0.78,-0.24,0.18,-98.05,-85.24,-20.3,1.0
3612,411616,1.03,-0.36,0.37,-161.22,32.93,-18.48,1.0
3613,411725,0.91,-0.41,0.48,-196.95,34.15,-40.0,1.0
3614,411829,0.78,-0.32,0.39,-240.91,0.67,-57.5,1.0
3615,411900,0.91,0.02,0.08,-225.98,-18.66,-64.15,1.0
3616,412008,1.1,0.04,0.5,-154.76,-7.68,-43.17,1.0
3617,412116,1.1,-0.16,0.46,-171.52,84.76,-34.33,1.0
3618,412196,0.88,-0.06,0.25,-177.68,28.84,-41.65,1.0
3619,412295,1.0,-0.12,0.21,-193.84,23.17,-32.07,1.0
3620,412403,0.98,0.06,0.25,-154.15,75.0,-21.28,1.0
3621,412482,0.98,-0.14,-0.01,-160.98,6.65,-16.28,1.0
3622,412590,0.91,-0.03,0.38,-52.99,-71.89,-25.12,1.0
3623,412688,1.04,-0.27,0.56,-48.96,78.9,-2.13,1.0
3624,412767,0.91,-0.06,0.23,-27.13,19.45,6.71,1.0
3625,412874,0.95,-0.08,0.27,-17.8,7.44,0.85,1.0
3626,412952,1.18,0.1,0.13,14.76,32.13,-14.88,1.0
3627,413050,0.78,-0.23,0.06,-20.73,-86.52,-3.96,1.0
3628,413158,1.09,0.04,0.61,-10.55,20.43,-3.35,1.0
3629,413240,0.95,-0.02,0.35,2.07,-0.85,3.9,1.0
3630,413349,0.95,-0.11,0.29,9.02,4.45,15.85,1.0
3631,413447,0.96,-0.1,0.26,17.8,-21.46,5.37,1.0
3632,413530,1.02,-0.13,0.23,32.56,-11.65,10.18,1.0
3633,413640,0.97,-0.1,0.23,24.88,2.68,8.9,1.0
3634,413722,0.96,-0.12,0.22,19.7,-1.4,9.27,1.0
3635,413823,1.01,-0.15,0.25,10.79,-6.52,6.59,1.0
3636,413933,0.96,-0.12,0.25,9.33,-2.74,4.57,1.0
3637,414014,0.97,-0.13,0.27,5.43,-2.87,4.7,1.0
3638,414124,0.97,-0.14,0.25,-4.27,0.0,1.71,1.0
3639,414196,0.96,-0.12,0.26,-14.63,1.04,-0.85,1.0
3640,414306,0.98,-0.1,0.24,-9.94,1.71,1.22,1.0
3641,414416,0.97,-0.12,0.23,-1.65,0.3,2.68,1.0
3642,414497,0.97,-0.12,0.24,1.65,1.77,2.99,1.0
3643,414597,0.97,-0.13,0.21,0.67,2.13,2.01,1.0
3644,414706,-1.78,3.6,2.42,943.54,239.88,-28.66,1.0
3645,414859,1.0,-0.13,0.21,-1.1,-4.15,-0.61,1.0
3646,414970,0.96,-0.13,0.18,-11.46,-7.01,-2.87,1.0
3647,415040,1.01,-0.08,0.13,-27.44,-1.1,-5.0,1.0
3648,415147,1.0,-0.01,0.15,-12.2,20.12,6.04,1.0
3649,415250,1.05,0.13,0.16,62.68,28.96,39.82,1.0
3650,415330,0.85,-0.09,0.04,-39.7,18.35,-27.38,1.0
3651,415429,0.94,-0.33,0.48,21.04,-158.72,35.12,1.0
3652,415537,1.02,-0.18,0.75,-26.1,63.23,10.06,1.0
3653,415617,0.86,-0.12,0.48,5.79,58.41,5.06,1.0
3654,415731,0.92,-0.25,0.46,-5.0,20.06,-13.23,1.0
3655,415802,0.84,-0.16,0.41,-11.52,-27.8,-0.73,1.0
3656,415909,0.89,-0.18,0.51,2.26,-25.67,5.49,1.0
3657,416016,0.88,-0.12,0.46,-6.52,-7.93,1.83,1.0
3658,416094,1.0,-0.22,0.43,29.7,20.67,18.96,1.0
3659,416193,0.84,-0.35,0.65,6.83,0.79,39.33,1.0
3660,416301,0.9,0.37,0.08,-90.12,-26.4,-71.1,1.0
3661,416381,1.02,-1.0,0.61,39.51,-33.23,22.32,1.0
3662,416488,0.97,-0.16,0.6,-17.5,162.07,-8.96,1.0
3663,416559,0.88,-0.24,0.27,-40.61,36.89,-14.88,1.0
3664,416667,0.98,-0.13,0.24,-21.04,9.33,-0.79,1.0
3665,416775,0.86,-0.21,0.21,-13.35,-2.01,27.87,1.0
3666,416858,0.95,-0.23,0.39,-5.67,21.1,30.06,1.0
3667,416959,0.87,-0.22,0.42,7.07,-22.26,32.38,1.0
3668,417070,0.88,-0.24,0.36,8.78,-5.61,8.6,1.0
3669,417152,0.94,-0.23,0.4,14.82,1.71,2.32,1.0
3670,417263,0.91,-0.31,0.34,9.09,-1.4,-5.3,1.0
3671,417337,0.9,-0.24,0.3,-0.67,6.1,-12.01,1.0
3672,417447,0.87,-0.16,0.34,2.68,-2.56,-7.07,1.0
3673,417558,0.95,-0.32,0.36,-3.41,10.18,4.39,1.0
3674,417631,0.95,-0.15,0.31,-11.1,59.57,-5.61,1.0
3675,417742,0.83,-0.2,0.37,7.2,-59.33,23.9,1.0
3676,417849,1.02,-0.3,0.39,0.06,26.52,12.07,1.0
3677,417933,0.9,-0.23,0.4,19.02,-18.35,6.95,1.0
3678,418035,0.83,-0.29,0.32,16.04,-26.1,12.38,1.0
3679,418118,0.87,-0.32,0.28,-14.21,24.39,-8.48,1.0
3680,418227,0.86,-0.44,0.23,-24.7,-31.28,-19.76,1.0
3681,418338,0.78,-0.43,0.17,-100.0,-47.07,-49.63,1.0
3682,418412,1.02,-0.17,0.38,-49.51,-23.11,-26.65,1.0
3683,418591,0.95,0.01,-0.12,-24.45,-43.29,-15.67,1.0
3684,418716,0.91,-0.04,-0.24,20.43,-25.37,20.3,1.0
3685,418796,1.0,-0.31,-0.28,18.84,-23.66,11.95,1.0
3686,418893,0.93,-0.14,-0.29,-4.33,-21.4,0.37,1.0
3687,418971,0.94,-0.23,-0.33,0.3,-36.95,4.94,1.0
3688,419078,0.95,-0.12,-0.29,-12.26,-19.7,3.35,1.0
3689,419185,0.93,-0.09,-0.33,-9.33,-19.51,1.04,1.0
3690,419254,0.92,-0.13,-0.35,-6.65,-6.65,2.68,1.0
3691,419360,0.92,-0.14,-0.34,-7.5,-8.96,3.23,1.0
3692,419466,0.92,-0.13,-0.36,-9.94,-4.76,2.68,1.0
3693,419544,0.93,-0.12,-0.37,-5.67,-3.66,-0.24,1.0
3694,419688,0.91,-0.13,-0.34,-5.06,-2.5,-1.22,1.0
3695,419766,0.92,-0.12,-0.34,-6.04,4.09,-2.62,1.0
3696,419872,0.96,-0.12,-0.33,-3.48,3.84,-0.85,1.0
3697,419978,0.95,-0.09,-0.34,-7.44,0.43,-0.67,1.0
3698,420047,0.93,-0.08,-0.35,-2.07,-6.04,-1.34,1.0
3699,420156,0.89,-0.09,-0.4,2.8,-13.96,-3.23,1.0
3700,420265,0.93,-0.13,-0.36,2.32,0.85,0.06,1.0
3701,420346,0.94,-0.08,-0.35,-3.66,5.73,2.8,1.0
3702,420446,0.95,-0.1,-0.37,0.61,-0.55,3.41,1.0
3703,420528,0.89,-0.15,-0.4,1.46,-15.24,1.89,1.0
3704,420638,0.96,-0.13,-0.34,-9.94,2.44,9.57,1.0
3705,420767,0.92,-0.16,-0.37,-20.0,5.43,7.62,1.0
3706,420840,0.91,-0.07,-0.43,-17.38,-29.39,6.28,1.0
3707,420951,0.9,-0.18,-0.4,0.18,-21.34,2.01,1.0
3708,421061,0.95,-0.12,-0.37,-14.02,-37.68,2.93,1.0
3709,421143,0.89,-0.08,-0.48,-12.07,-57.26,0.79,1.0
3710,421244,0.81,-0.05,-0.57,-12.2,-98.72,0.06,1.0
3711,421349,0.65,-0.12,-0.74,-2.99,-100.12,-3.41,1.0
3712,421430,0.67,-0.1,-0.73,-2.99,-5.61,0.79,1.0
3713,421533,0.6,-0.05,-0.72,-7.32,-69.88,20.06,1.0
3714,421606,0.57,-0.21,-0.86,-0.37,36.4,17.07,1.0
3715,421717,0.5,-0.1,-0.85,-14.94,-0.55,12.62,1.0
3716,421827,0.48,-0.1,-0.87,-10.43,4.51,10.49,1.0
3717,421908,0.51,-0.08,-0.88,-2.01,7.44,5.55,1.0
3718,422009,0.56,-0.16,-0.84,0.85,13.96,6.22,1.0
3719,422118,0.57,-0.18,-0.81,0.12,9.27,3.23,1.0
3720,422199,0.59,-0.22,-0.8,-0.73,-2.07,0.0,1.0
3721,422308,0.56,-0.12,-0.83,-5.67,-6.4,-1.16,1.0
3722,422381,0.54,-0.11,-0.82,-11.16,-6.4,-8.11,1.0
3723,422490,0.53,-0.08,-0.81,-9.57,-4.88,-5.55,1.0
3724,422664,0.4,-0.08,-0.89,-10.43,0.73,-11.34,1.0
3725,422754,0.36,-0.01,-0.89,3.9,11.16,-13.6,1.0
3726,422855,0.48,-0.05,-0.92,8.48,6.59,-12.2,1.0
3727,422961,0.48,-0.01,-0.89,4.33,5.55,-11.52,1.0
3728,423039,0.52,-0.11,-0.85,0.73,5.06,-0.61,1.0
3729,423144,0.45,-0.11,-0.88,-6.89,-0.06,3.11,1.0
3730,423213,0.51,-0.0,-0.88,-9.76,-0.79,4.7,1.0
3731,423318,0.45,-0.08,-0.88,-0.79,1.1,8.35,1.0
