,Time,Ax,Ay,Az,Gx,Gy,Gz,Label
4457,496752,-0.29,1.04,0.06,-108.78,-655.73,-11.04,8.0
4458,496862,1.91,-1.71,-0.62,311.34,1168.72,-308.84,8.0
4459,496934,0.52,-0.07,0.15,-135.73,-593.6,-47.99,8.0
4460,497044,0.36,0.56,0.42,-83.72,-355.67,141.1,8.0
4461,497177,-0.42,1.24,0.49,-432.74,408.9,-110.06,8.0
4462,497262,0.22,0.79,0.0,-40.3,-17.26,122.26,8.0
4463,497367,1.44,0.27,1.43,-178.9,-648.35,71.71,8.0
4464,497481,0.21,-0.04,0.57,44.02,-130.61,-42.13,8.0
4465,497564,-0.42,0.36,0.7,-325.73,667.07,40.91,8.0
4466,497678,2.6,2.03,1.74,-98.05,-335.06,-126.59,8.0
4467,497779,0.5,-0.41,0.19,136.16,-612.99,46.95,8.0
4468,497862,-1.08,-0.94,0.68,-73.72,103.54,-97.38,8.0
4469,497976,5.16,-2.13,-0.95,1187.38,1997.99,886.22,8.0
4470,498090,0.8,-0.86,2.09,115.67,-65.37,-23.66,8.0
4471,498164,-0.34,-0.11,0.11,24.88,-802.56,13.29,8.0
4472,498278,2.52,2.16,-1.99,-405.67,1516.1,-258.78,8.0
4473,498393,1.17,1.0,1.43,-28.11,172.32,124.94,8.0
4474,498477,-0.52,0.03,0.38,-32.68,-943.23,69.88,8.0
4475,498649,-0.31,-0.08,0.15,-400.55,80.79,-85.49,8.0
4476,498766,1.58,-0.91,2.36,227.38,-151.34,356.52,8.0
4477,498846,0.41,0.96,1.22,18.29,657.13,266.77,8.0
4478,498957,-0.07,-2.35,1.19,37.8,-232.93,-37.93,8.0
4479,499056,-0.09,1.95,-1.51,14.33,240.37,124.27,8.0
4480,499136,4.65,3.29,1.93,-156.46,821.46,-198.23,8.0
4481,499247,0.55,-0.69,0.07,191.77,-404.82,-17.32,8.0
4482,499353,-0.6,1.44,1.07,155.61,-313.9,42.26,8.0
4483,499425,0.11,0.64,2.33,-510.49,1997.93,-411.34,8.0
4484,499545,0.9,0.34,-0.69,260.24,-822.74,-27.99,8.0
4485,499656,1.07,0.98,2.76,100.12,658.72,86.04,8.0
4486,499736,0.15,-0.62,0.53,274.15,-351.4,34.09,8.0
4487,499838,2.31,1.39,-3.77,26.83,-267.99,-35.0,8.0
4488,499948,0.64,-0.05,1.07,90.37,723.84,107.2,8.0
4489,500028,1.34,-1.02,2.56,205.3,230.3,147.99,8.0
4490,500141,0.05,0.71,0.05,37.01,-583.35,31.46,8.0
4491,500245,-0.79,-1.13,0.11,201.89,19.39,70.98,8.0
4492,500329,-0.61,0.34,3.17,-124.82,-790.55,5.06,8.0
4493,500442,0.48,0.75,1.48,110.43,323.54,175.37,8.0
4494,500556,-1.35,0.53,-0.78,-127.2,-33.9,70.12,8.0
4495,500631,1.28,0.0,-0.57,-63.84,125.06,274.51,8.0
4496,500744,1.14,2.5,1.68,-201.83,-67.44,20.61,8.0
4497,500859,0.72,-0.29,1.49,58.66,-410.91,-165.24,8.0
4498,500942,-1.4,-0.8,-1.16,-96.65,-490.61,108.17,8.0
4499,501044,2.64,3.42,-1.84,-609.76,862.13,-300.3,8.0
4500,501157,1.5,-0.18,0.3,2.44,20.55,-50.98,1.0
4501,501241,0.9,0.4,1.04,-141.04,-199.09,50.79,1.0
4502,501355,-0.83,0.52,-0.23,-170.18,368.66,-31.1,1.0
4503,501459,0.59,-0.82,0.0,47.32,-7.87,159.94,1.0
4504,501543,0.52,-3.25,0.01,560.49,420.18,495.12,1.0
4505,501730,0.18,0.12,0.45,101.95,-727.56,80.79,1.0
4506,501849,-0.54,0.94,0.6,34.88,542.56,-67.74,1.0
4507,501920,-0.07,-3.36,3.52,251.65,1606.89,322.93,1.0
4508,502030,0.72,0.72,0.09,-28.72,-483.66,5.24,1.0
4509,502110,0.01,-0.17,0.35,-35.98,-498.41,-88.6,1.0
4510,502220,-1.08,-0.69,-0.7,236.83,520.49,-6.22,1.0
4511,502322,0.32,1.15,2.24,-436.46,1591.77,-235.0,1.0
4512,502402,0.32,-0.27,0.36,210.79,-984.94,-19.51,1.0
4513,502512,-0.22,0.2,0.51,-75.85,-208.23,-302.68,1.0
4514,502622,1.93,0.64,-1.16,277.68,1912.56,100.37,1.0
4515,502693,-0.31,0.76,0.93,-48.41,-1192.56,-71.46,1.0
4516,502804,-0.03,-1.14,0.19,236.59,326.46,42.44,1.0
4517,502914,1.52,-0.79,1.12,367.5,385.61,267.99,1.0
4518,502986,1.03,-0.36,-0.14,228.6,-4.88,83.72,1.0
4519,503092,0.75,-0.33,0.33,146.83,-75.12,59.57,1.0
4520,503204,1.17,-0.35,0.15,51.95,35.0,14.63,1.0
4521,503286,0.8,-0.05,0.49,123.66,-62.2,65.79,1.0
4522,503390,0.85,-0.33,0.57,113.05,51.71,-12.44,1.0
4523,503504,1.12,-0.57,0.63,136.22,41.16,-2.07,1.0
4524,503587,0.6,0.1,-0.37,97.56,-294.33,-48.6,1.0
4525,503701,1.07,0.09,0.17,177.38,655.37,70.98,1.0
4526,503776,0.75,-0.21,0.3,115.67,-456.83,40.79,1.0
4527,503890,1.56,-0.18,2.69,103.66,363.48,10.61,1.0
4528,504003,0.45,-0.46,0.19,-51.52,-272.32,-44.15,1.0
4529,504087,-0.23,1.25,0.29,-246.89,305.98,-186.1,1.0
4530,504192,1.27,0.68,-0.69,-201.89,758.9,-128.29,1.0
4531,504305,0.46,0.51,1.21,-91.77,-697.32,55.12,1.0
4532,504389,-0.63,-0.29,0.15,147.07,-590.0,55.67,1.0
4533,504572,-0.33,-0.28,0.42,125.06,-874.51,-124.09,1.0
4534,504678,0.56,0.21,1.95,-72.8,499.51,113.78,1.0
4535,504758,-0.83,-0.7,0.12,62.01,296.95,119.27,1.0
4536,504869,0.58,-0.3,0.54,-80.24,456.65,67.13,1.0
4537,504979,-0.22,-1.09,0.98,138.35,-1096.22,-30.49,1.0
4538,505051,-1.85,0.9,-0.27,111.46,283.84,-93.11,1.0
4539,505158,-0.09,2.24,4.46,-415.73,1793.72,-141.46,1.0
4540,505268,0.79,0.9,1.08,-166.04,-272.5,-64.27,1.0
4541,505387,-3.21,-1.53,-3.59,190.0,-1299.09,-144.7,1.0
4542,505458,-0.12,-0.0,0.59,460.0,273.35,250.73,1.0
4543,505569,2.52,0.64,3.42,-152.13,289.57,-163.78,1.0
4544,505679,0.11,0.91,0.35,-211.1,-868.72,-223.6,1.0
4545,505759,-0.32,-0.49,0.24,458.48,623.23,45.91,1.0
4546,505862,-0.03,-0.1,0.3,109.45,-196.4,88.23,1.0
4547,505973,2.9,1.3,-0.96,-809.45,1439.09,-403.96,1.0
4548,506058,0.31,0.32,0.39,-361.1,-834.27,34.21,1.0
4549,506172,0.12,-0.47,0.92,142.8,-438.96,-34.27,1.0
4550,506276,-1.63,0.59,-1.07,-527.99,-532.87,152.68,1.0
4551,506360,8.0,0.92,-1.28,74.45,120.79,-25.3,1.0
4552,506471,-0.51,-1.15,-0.27,406.04,-591.83,-109.33,1.0
4553,506585,3.78,-0.23,-1.37,-111.83,1997.93,25.12,1.0
4554,506660,0.04,-0.28,0.88,-341.52,-1103.41,-233.72,1.0
4555,506774,-0.9,-0.07,0.82,-124.76,-756.1,98.35,1.0
4556,506896,-0.05,0.75,0.31,-255.91,270.67,81.04,1.0
4557,506980,-0.14,0.01,6.43,-205.67,1737.56,-268.35,1.0
4558,507085,0.4,0.02,-0.73,-111.34,-481.34,-45.37,1.0
4559,507264,1.2,-0.37,-0.56,-102.2,107.13,-119.15,1.0
4560,507354,0.69,-0.08,0.52,-118.78,-464.02,-34.63,1.0
4561,507466,1.04,-0.09,0.75,-105.61,144.63,-21.71,1.0
4562,507567,0.52,0.12,0.25,-99.39,-75.12,-52.8,1.0
4563,507646,0.95,0.24,0.61,-132.2,116.52,5.67,1.0
4564,507756,0.9,0.39,0.13,-103.41,-117.87,-58.41,1.0
4565,507897,0.85,0.12,0.23,-41.28,-104.82,-74.57,1.0
4566,507969,1.15,-0.16,0.38,48.23,191.77,14.88,1.0
4567,508078,0.81,0.28,0.26,-16.71,32.32,0.3,1.0
4568,508188,0.71,0.18,0.23,115.55,-81.4,56.59,1.0
4569,508267,1.1,0.27,0.28,-36.52,-83.54,-9.02,1.0
4570,508368,0.94,-0.07,0.02,14.63,19.7,32.44,1.0
4571,508447,0.89,-0.26,0.11,-9.7,-29.63,15.55,1.0
4572,508557,0.96,0.07,0.05,16.46,-16.16,-13.78,1.0
4573,508667,1.1,-0.12,0.23,23.05,31.83,6.71,1.0
4574,508740,0.97,0.12,0.06,6.65,-0.91,0.67,1.0
4575,508852,0.97,0.06,0.15,11.4,1.77,0.91,1.0
4576,508964,1.0,0.08,0.14,3.66,10.91,0.24,1.0
4577,509046,1.01,0.04,0.21,5.91,9.82,-0.67,1.0
4578,509149,0.97,0.07,0.26,4.57,15.73,2.8,1.0
4579,509231,0.98,0.06,0.24,6.16,-9.45,-0.43,1.0
4580,509342,0.96,0.05,0.23,4.76,-1.46,0.79,1.0
4581,509452,0.97,0.03,0.22,8.05,5.79,3.78,1.0
4582,509524,1.0,0.03,0.24,0.3,8.9,2.2,1.0
4583,509636,0.99,0.04,0.25,-1.16,6.1,2.2,1.0
4584,509717,0.97,0.05,0.24,-1.83,4.33,2.44,1.0
4585,509828,0.99,0.04,0.24,-2.01,13.78,3.35,1.0
4586,509901,0.98,0.06,0.3,-3.66,-1.46,3.23,1.0
4587,510012,0.98,0.04,0.26,-5.18,-7.32,0.73,1.0
4588,510124,0.98,0.04,0.27,-12.07,-4.09,-4.27,1.0
4589,510206,0.97,0.07,0.25,-12.13,-11.71,-3.9,1.0
4590,510309,0.99,0.06,0.2,-11.65,-5.91,-0.18,1.0
4591,510417,0.97,0.06,0.2,-4.45,-3.78,2.38,1.0
4592,510498,0.99,0.06,0.21,-4.57,2.32,2.44,1.0
4593,510676,0.98,0.08,0.21,-3.72,-0.49,-2.13,1.0
4594,510756,1.0,0.09,0.27,-0.12,6.65,-6.28,1.0
4595,510864,0.94,0.16,0.2,-2.8,2.87,-3.29,1.0
4596,510972,1.0,0.08,0.25,4.45,20.37,2.93,1.0
4597,511050,0.97,0.07,0.19,-4.15,3.17,5.91,1.0
4598,511150,0.97,-0.02,0.19,2.68,31.89,-5.49,1.0
4599,511258,1.07,0.02,0.37,4.94,16.52,4.27,1.0
4600,511336,0.92,-0.01,0.26,0.06,8.05,6.16,1.0
4601,511444,0.98,0.03,0.39,10.61,10.91,15.06,1.0
4602,511515,0.91,-0.1,0.39,4.15,-14.51,13.6,1.0
4603,511623,0.87,-0.15,0.37,-14.63,-10.67,-9.27,1.0
4604,511733,0.94,0.05,0.37,13.78,-40.67,7.13,1.0
4605,511811,0.99,0.17,0.2,-19.88,24.39,3.78,1.0
4606,511911,0.8,0.3,-0.02,11.65,-11.83,18.84,1.0
4607,512021,1.22,-0.0,0.65,41.16,108.23,49.63,1.0
4608,512100,0.98,-0.06,0.28,-9.02,28.35,-0.49,1.0
4609,512216,0.95,0.01,0.22,-6.77,-15.61,1.34,1.0
4610,512286,0.95,0.06,0.24,-1.89,-12.74,-3.66,1.0
4611,512406,0.94,0.11,0.28,0.24,-20.12,-0.55,1.0
4612,512512,1.05,0.12,0.51,33.48,32.8,-11.89,1.0
4613,512595,0.88,-0.01,0.41,20.49,-2.56,2.93,1.0
4614,512698,0.91,0.08,0.34,-10.67,16.34,33.17,1.0
4615,512810,1.06,-0.08,0.31,-32.74,16.28,21.65,1.0
4616,512893,1.23,0.02,0.04,-15.55,7.74,-11.71,1.0
4617,513006,0.97,-0.15,-0.0,32.99,-35.49,2.74,1.0
4618,513079,0.92,-0.3,0.04,-7.2,-26.46,-4.27,1.0
4619,513192,1.14,0.07,0.23,-45.85,50.37,32.07,1.0
4620,513305,0.87,-0.06,-0.05,14.33,-42.87,6.83,1.0
4621,513387,1.0,-0.17,0.22,18.78,29.45,-37.32,1.0
4622,513491,0.84,-0.17,0.31,-13.35,68.35,-4.15,1.0
4623,513605,1.06,0.16,0.42,-43.84,98.9,12.2,1.0
4624,513688,0.87,0.54,-0.41,-40.0,-81.04,-22.2,1.0
4625,513868,0.88,0.1,-0.17,-14.39,-206.22,5.55,1.0
4626,513948,1.02,0.09,-0.07,-12.62,38.23,1.52,1.0
4627,514056,0.99,-0.06,-0.16,-17.2,-52.8,-3.84,1.0
4628,514165,1.02,0.05,-0.12,-6.22,-7.8,6.22,1.0
4629,514243,1.03,0.05,-0.22,4.94,-12.8,2.56,1.0
4630,514343,1.05,-0.01,-0.21,-1.16,-17.87,-0.37,1.0
4631,514451,0.98,-0.03,-0.2,-9.57,-15.73,-5.43,1.0
4632,514529,0.97,0.01,-0.23,-14.02,-11.28,-6.83,1.0
4633,514638,0.99,0.08,-0.24,-18.72,-12.62,-5.91,1.0
4634,514737,0.92,0.13,-0.32,-11.34,-28.9,-3.48,1.0
4635,514816,1.0,0.09,-0.29,-1.71,-9.63,3.66,1.0
4636,514920,0.9,0.07,-0.32,-4.21,-13.17,3.35,1.0
4637,514998,0.93,0.08,-0.32,-8.11,17.13,3.23,1.0
4638,515098,0.95,0.08,-0.27,-1.22,2.62,8.05,1.0
4639,515206,0.98,0.08,-0.18,8.6,53.11,1.77,1.0
4640,515285,1.01,0.06,-0.14,16.95,42.74,12.26,1.0
4641,515394,1.07,-0.04,-0.05,6.59,46.65,9.27,1.0
4642,515494,1.03,-0.02,-0.01,-4.27,58.17,3.9,1.0
4643,515572,0.95,0.07,-0.01,3.05,39.51,8.48,1.0
4644,515680,1.02,0.07,0.19,31.1,44.02,12.38,1.0
4645,515760,0.97,-0.05,0.24,35.61,50.43,15.18,1.0
4646,515888,0.96,-0.1,0.19,21.83,36.4,6.71,1.0
4647,516001,0.91,-0.03,0.28,-19.63,16.46,-16.59,1.0
4648,516084,0.92,0.26,0.37,9.51,0.85,-8.17,1.0
4649,516196,0.92,-0.13,0.42,47.13,25.12,16.89,1.0
4650,516300,0.86,-0.06,0.31,2.74,19.09,-2.93,1.0
4651,516382,0.92,0.0,0.42,14.51,10.85,-3.84,1.0
4652,516494,0.94,0.04,0.45,5.06,10.18,-3.96,1.0
4653,516576,0.92,0.04,0.41,10.37,6.28,3.54,1.0
4654,516678,0.93,-0.05,0.43,-7.26,10.98,2.26,1.0
4655,516787,1.02,-0.01,0.48,-27.2,4.63,-10.79,1.0
4656,516869,0.74,0.11,0.35,-44.76,-31.28,0.67,1.0
4657,517050,0.98,-0.07,0.17,3.11,80.79,17.2,1.0
4658,517130,0.79,0.02,0.41,11.65,-146.4,23.29,1.0
4659,517239,0.87,-0.04,0.6,18.11,-57.38,19.51,1.0
4660,517349,0.83,-0.12,0.52,4.15,-36.77,7.62,1.0
4661,517427,0.98,0.09,0.44,-15.0,8.29,-3.35,1.0
4662,517534,0.95,0.01,0.34,4.15,6.34,-9.21,1.0
4663,517656,0.88,-0.03,0.13,-22.44,-60.12,7.8,1.0
4664,517735,1.0,0.06,0.31,-20.06,-17.26,-20.73,1.0
4665,517845,0.97,0.13,0.29,-11.83,-14.88,-10.3,1.0
4666,517914,0.97,0.08,0.29,-1.16,15.79,-5.67,1.0
4667,518022,0.98,0.06,0.31,-15.06,2.44,-8.11,1.0
4668,518131,0.94,0.15,0.3,-13.05,-7.68,-2.2,1.0
4669,518208,0.94,0.11,0.29,-3.78,-3.9,4.7,1.0
4670,518308,0.95,0.14,0.33,8.66,-0.98,8.84,1.0
4671,518416,1.01,0.02,0.31,6.1,12.26,9.57,1.0
4672,518494,0.95,0.07,0.27,-4.02,-14.7,-0.67,1.0
4673,518602,0.97,-0.02,0.36,3.6,6.28,5.37,1.0
4674,518672,0.98,-0.01,0.3,1.52,9.51,8.72,1.0
4675,518782,1.0,-0.08,0.3,5.37,13.72,6.59,1.0
4676,518861,1.0,0.01,0.3,2.56,23.41,1.89,1.0
4677,518973,0.97,0.03,0.28,-4.88,2.26,6.34,1.0
4678,519075,0.93,-0.09,0.37,-1.65,-1.95,4.09,1.0
4679,519157,0.96,-0.03,0.37,-6.22,-8.6,8.48,1.0
4680,519268,0.94,-0.02,0.35,-2.07,-4.39,5.0,1.0
4681,519377,0.92,-0.05,0.31,-6.71,-2.01,-4.27,1.0
4682,519449,1.01,0.11,0.22,-4.94,8.66,-11.46,1.0
4683,519561,0.98,-0.08,0.28,0.0,-35.24,15.61,1.0
4684,519643,1.13,0.02,0.38,-10.98,68.66,-4.45,1.0
4685,519755,0.95,0.04,0.21,-2.99,18.35,-0.18,1.0
4686,519858,0.92,0.06,0.16,0.12,-14.76,-0.12,1.0
4687,519940,0.95,0.04,0.22,-4.15,-2.87,-0.79,1.0
4688,520051,0.95,0.04,0.27,1.04,0.0,0.73,1.0
4689,520132,0.96,0.01,0.28,2.93,3.72,2.2,1.0
4690,520234,0.96,0.03,0.26,1.77,0.06,2.5,1.0
4691,520345,0.97,0.02,0.29,-0.67,3.84,1.46,1.0
4692,520426,1.0,0.01,0.29,-6.77,1.71,-0.98,1.0
4693,520602,0.95,0.03,0.27,8.17,7.5,6.16,1.0
4694,520683,0.94,0.01,0.31,11.4,11.52,7.5,1.0
4695,520793,0.96,0.0,0.32,2.62,-4.57,3.23,1.0
4696,520901,0.96,0.01,0.32,-5.0,6.4,1.4,1.0
4697,520979,0.96,0.0,0.31,-12.8,0.3,-0.61,1.0
4698,521078,0.96,0.01,0.3,-18.6,-4.15,-3.96,1.0
4699,521157,0.95,0.01,0.29,-15.91,-3.6,-2.99,1.0
4700,521265,0.96,0.01,0.31,-10.24,0.37,-0.24,1.0
4701,521373,0.98,0.01,0.33,-8.41,4.76,-0.24,1.0
4702,521441,0.97,0.0,0.3,-5.85,2.87,0.12,1.0
4703,521549,0.96,0.01,0.31,-5.73,1.16,0.67,1.0
4704,521626,0.97,0.01,0.28,-2.26,4.88,1.04,1.0
4705,521734,0.95,-0.0,0.32,1.89,4.76,2.38,1.0
4706,521803,0.97,-0.01,0.3,-2.87,1.71,1.04,1.0
4707,521911,0.96,0.01,0.32,-2.07,2.01,0.67,1.0
4708,522019,0.97,0.02,0.31,0.43,6.71,1.83,1.0
4709,522096,0.96,0.0,0.31,3.54,6.1,2.26,1.0
4710,522192,0.97,0.02,0.32,4.09,5.37,2.93,1.0
4711,522270,0.95,0.0,0.32,-1.71,5.61,0.24,1.0
4712,522377,0.95,0.01,0.31,0.37,3.72,1.04,1.0
4713,522485,0.96,0.03,0.32,1.59,3.9,1.34,1.0
4714,522554,0.96,0.0,0.33,-0.67,-5.55,0.3,1.0
4715,522662,0.97,0.01,0.37,-6.95,1.95,-1.52,1.0
4716,522740,0.95,0.01,0.33,-5.49,2.68,0.06,1.0
4717,522855,0.96,0.02,0.34,-2.56,0.18,1.77,1.0
4718,522924,0.95,0.01,0.34,-3.35,-1.89,2.38,1.0
4719,523036,0.97,0.01,0.33,-4.27,0.0,1.77,1.0
4720,523145,0.95,0.02,0.31,-6.16,-1.83,1.59,1.0
4721,523226,0.96,-0.0,0.33,-9.51,-0.79,-0.55,1.0
4722,523329,0.96,0.0,0.29,-14.09,-5.91,-2.8,1.0
4723,523441,0.95,0.02,0.27,-10.73,-7.44,-2.26,1.0
4724,523522,0.97,0.02,0.28,-3.66,-0.06,0.98,1.0
4725,523634,0.96,0.02,0.28,-3.54,-3.9,0.67,1.0
4726,523706,0.97,0.01,0.28,-5.37,-4.7,0.12,1.0
4727,523817,0.98,0.02,0.28,-4.21,-3.54,0.85,1.0
4728,523928,0.98,0.01,0.28,-4.21,-2.01,0.3,1.0
4729,524001,0.97,0.04,0.25,-1.71,2.07,1.71,1.0
4730,524112,0.98,0.01,0.29,6.16,0.12,2.32,1.0
4731,524193,0.96,-0.04,0.26,-2.99,-2.38,0.12,1.0
4732,524305,0.97,-0.01,0.28,-15.12,-3.23,-2.87,1.0
4733,524378,0.97,0.03,0.26,-16.71,-0.98,-3.35,1.0
4734,524490,0.97,0.02,0.24,-12.5,-1.1,-2.87,1.0
4735,524602,0.96,0.04,0.23,-13.05,2.13,-2.68,1.0
4736,524683,1.01,0.03,0.27,-12.13,1.71,-1.95,1.0
4737,524856,0.99,0.01,0.28,-2.68,3.84,1.65,1.0
4738,524974,0.97,0.04,0.26,-1.71,5.85,0.98,1.0
4739,525051,0.98,0.03,0.25,1.16,1.77,1.52,1.0
4740,525159,0.98,0.0,0.27,1.34,0.06,1.16,1.0
4741,525228,0.96,0.01,0.26,-4.09,-2.01,-0.79,1.0
4742,525332,0.97,0.03,0.24,-7.2,-2.74,-0.18,1.0
4743,525440,0.97,0.01,0.27,-11.59,-1.77,-1.1,1.0
4744,525518,0.99,0.04,0.24,-8.05,-1.4,0.37,1.0
4745,525616,0.99,0.03,0.26,-2.8,3.17,2.13,1.0
4746,525693,0.98,0.01,0.26,-2.74,3.54,1.65,1.0
4747,525810,0.96,0.03,0.24,-1.83,-1.4,1.89,1.0
4748,525928,0.98,0.02,0.23,-2.07,0.67,2.01,1.0
4749,525997,0.99,0.02,0.25,-5.43,-1.22,0.49,1.0
4750,526104,0.98,0.03,0.22,-4.63,-2.87,0.98,1.0
4751,526182,0.97,0.04,0.19,-2.44,-2.62,1.65,1.0
4752,526289,0.98,0.01,0.24,-1.77,3.66,1.71,1.0
4753,526358,0.97,0.01,0.22,-3.17,0.06,1.59,1.0
4754,526466,0.97,0.02,0.21,-3.72,0.73,1.77,1.0
4755,526574,1.0,0.0,0.26,-3.96,2.93,0.91,1.0
4756,526651,0.98,0.03,0.23,-2.87,0.12,1.34,1.0
4757,526750,0.97,0.03,0.23,1.77,0.85,2.01,1.0
4758,526828,1.02,0.0,0.25,6.34,5.0,2.87,1.0
4759,526935,0.98,0.0,0.25,-4.63,2.44,-0.12,1.0
4760,527044,0.96,0.03,0.23,-9.27,3.05,-1.16,1.0
4761,527115,0.97,0.02,0.22,-1.83,0.79,0.06,1.0
4762,527225,0.99,0.02,0.23,0.85,5.91,0.91,1.0
4763,527306,0.99,0.01,0.27,-7.26,-1.04,-1.1,1.0
4764,527418,0.98,0.02,0.24,-14.33,-4.09,-2.32,1.0
4765,527521,0.98,0.06,0.23,-10.0,3.84,-1.77,1.0
4766,527602,0.99,0.06,0.22,2.01,5.55,2.8,1.0
4767,527714,0.98,0.03,0.24,6.59,2.56,4.02,1.0
4768,527795,0.99,0.03,0.23,5.12,5.37,3.35,1.0
4769,527898,0.98,0.05,0.26,8.05,6.34,4.27,1.0
4770,527979,0.97,0.02,0.23,6.71,6.46,4.45,1.0
4771,528091,0.99,0.03,0.27,1.16,5.79,2.56,1.0
4772,528210,0.97,0.02,0.27,-3.78,0.3,1.34,1.0
4773,528282,0.95,0.03,0.28,-6.59,3.66,0.37,1.0
4774,528393,0.95,-0.01,0.25,-1.34,7.07,2.01,1.0
4775,528475,0.97,0.03,0.29,-3.41,4.09,3.23,1.0
4776,528583,0.96,0.01,0.31,-6.59,8.54,0.49,1.0
4777,528748,0.94,0.02,0.37,-5.12,-8.72,4.45,1.0
4778,528838,0.94,-0.04,0.37,-9.33,8.29,1.1,1.0
4779,528951,0.94,-0.01,0.37,-12.68,0.37,0.49,1.0
4780,529030,0.95,-0.02,0.35,-29.02,1.28,-6.16,1.0
4781,529129,0.85,-0.07,0.31,-34.39,-22.56,-12.01,1.0
4782,529239,1.06,-0.03,0.43,-2.32,30.3,20.55,1.0
4783,529318,0.83,0.15,0.06,-52.5,58.23,3.72,1.0
4784,529427,0.82,0.05,0.18,-37.62,-108.84,-3.84,1.0
4785,529527,1.1,0.01,0.65,-29.88,48.54,5.24,1.0
4786,529606,0.93,-0.09,0.42,-13.11,51.52,0.18,1.0
4787,529715,1.02,-0.07,0.52,-24.21,34.63,7.13,1.0
4788,529793,1.0,-0.02,0.52,-9.57,22.68,0.91,1.0
4789,529893,0.9,-0.08,0.39,0.12,8.17,8.35,1.0
4790,530000,0.86,-0.1,0.37,2.01,1.16,4.88,1.0
4791,530078,0.91,-0.09,0.47,-4.88,14.15,3.35,1.0
4792,530187,0.89,-0.13,0.4,-12.2,-2.01,-2.13,1.0
4793,530286,0.92,-0.03,0.48,1.34,12.93,5.06,1.0
4794,530364,0.9,-0.15,0.47,14.94,-9.21,2.38,1.0
4795,530473,0.92,-0.13,0.41,-9.45,2.07,-6.22,1.0
4796,530551,0.9,-0.11,0.4,-17.13,-1.04,-2.99,1.0
4797,530652,0.92,-0.1,0.4,-8.96,1.77,4.88,1.0
4798,530760,0.88,-0.05,0.43,-9.39,9.88,7.5,1.0
4799,530842,0.93,-0.05,0.46,20.24,11.95,10.18,1.0
4800,530951,0.92,-0.13,0.49,14.88,18.11,11.16,1.0
4801,531053,0.89,-0.12,0.44,4.51,-3.84,6.59,1.0
4802,531135,0.91,-0.12,0.44,-4.7,2.26,4.15,1.0
4803,531246,0.89,-0.1,0.49,0.18,-2.68,6.16,1.0
4804,531328,0.89,-0.14,0.45,-3.9,-2.2,3.05,1.0
4805,531430,0.92,-0.12,0.49,-4.33,9.45,1.34,1.0
4806,531541,0.89,-0.11,0.47,-7.07,-0.98,-0.24,1.0
4807,531622,0.88,-0.11,0.45,-4.7,-3.6,-0.49,1.0
4808,531734,0.9,-0.09,0.46,-2.68,8.66,-1.71,1.0
4809,531806,0.9,-0.12,0.45,8.29,2.56,-0.3,1.0
4810,531918,0.87,-0.16,0.43,-3.78,-2.56,1.34,1.0
4811,532030,0.89,-0.11,0.44,-9.39,-5.49,-1.22,1.0
4812,532111,0.85,-0.07,0.42,2.01,-2.01,4.15,1.0
4813,532280,0.86,-0.12,0.49,-5.3,2.13,3.23,1.0
4814,532370,0.87,-0.11,0.48,-4.88,-0.06,3.6,1.0
4815,532478,0.88,-0.16,0.46,-1.46,-4.02,2.32,1.0
4816,532586,0.9,-0.1,0.49,3.9,3.9,3.11,1.0
4817,532655,0.94,-0.13,0.48,7.74,-2.99,-2.32,1.0
4818,532763,0.88,-0.1,0.46,1.28,-9.82,0.98,1.0
4819,532868,0.9,-0.12,0.47,-12.32,-7.44,3.41,1.0
4820,532946,0.92,-0.08,0.44,-5.91,-6.77,-3.17,1.0
4821,533045,0.9,-0.13,0.43,-10.49,-0.37,-7.32,1.0
4822,533124,0.9,-0.16,0.43,-13.72,-5.37,-11.46,1.0
4823,533232,0.88,-0.09,0.41,-14.21,1.34,-2.01,1.0
4824,533341,0.93,-0.1,0.44,-9.02,5.55,0.37,1.0
4825,533409,0.92,-0.1,0.42,-0.79,2.99,0.67,1.0
4826,533524,0.88,-0.1,0.4,2.87,1.59,1.52,1.0
4827,533602,0.89,-0.09,0.42,2.87,-5.91,3.23,1.0
4828,533710,0.92,-0.12,0.41,3.35,2.07,3.72,1.0
4829,533809,0.91,-0.11,0.42,2.68,3.35,2.32,1.0
4830,533886,0.94,-0.1,0.45,0.24,-0.49,1.34,1.0
4831,533994,0.91,-0.1,0.4,-0.12,-3.41,1.34,1.0
4832,534071,0.9,-0.09,0.4,-2.5,-2.38,-0.43,1.0
4833,534170,0.91,-0.08,0.41,-5.24,4.15,0.12,1.0
4834,534322,0.92,-0.08,0.42,-4.63,6.1,0.06,1.0
4835,534403,0.9,-0.09,0.4,-2.56,5.98,-0.24,1.0
4836,534514,0.9,-0.11,0.43,-1.22,-0.37,2.74,1.0
4837,534617,0.89,-0.08,0.41,-3.41,0.61,1.59,1.0
4838,534698,0.92,-0.1,0.47,-6.77,20.18,3.54,1.0
4839,534806,0.9,-0.09,0.43,-0.73,5.73,2.01,1.0
4840,534887,0.91,-0.11,0.44,2.38,-2.74,6.04,1.0
4841,534990,0.9,-0.13,0.46,-2.74,4.21,3.9,1.0
4842,535101,0.89,-0.11,0.42,-3.9,0.61,2.07,1.0
4843,535182,0.89,-0.1,0.46,-3.48,3.96,1.4,1.0
